# RTK ground truth trajectory (2D only, Z=0)
# Transformations applied:
#   1. Zero at origin (first measurement at 0,0)
#   2. Timestamps normalized to start at 0
#   3. Z coordinate set to 0 (2D trajectory)
# Original origin: (484992.14, 4418835.23)
# Format: t x y z qx qy qz qw
34.599181175 -1.315826947 2.255376127 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
34.798505783 -1.312737760 2.250421797 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
34.998857260 -1.316679925 2.241337545 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
35.197589159 -1.313277897 2.228789718 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
35.397771835 -1.315937381 2.218482104 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
35.597979546 -1.316657869 2.207600977 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
35.797443628 -1.320472774 2.194208030 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
35.997303486 -1.321115437 2.180181167 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
36.197555542 -1.325305387 2.167197328 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
36.398540497 -1.329999167 2.152231475 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
36.598374844 -1.336029464 2.138358019 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
36.797324896 -1.338407557 2.121120915 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
36.997959614 -1.340570811 2.111101311 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
37.198086262 -1.339856117 2.099514125 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
37.398248911 -1.337070998 2.088893089 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
37.597258806 -1.335290119 2.082828121 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
37.798239946 -1.335661178 2.077465324 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
37.997265577 -1.333919316 2.072957302 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
38.197685242 -1.330601494 2.061332841 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
38.397832394 -1.324997900 2.056615232 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
38.598318100 -1.315437963 2.047625485 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
38.797682285 -1.304234569 2.038746821 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
38.997673750 -1.294344097 2.032855954 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
39.197605133 -1.286638801 2.026295613 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
39.398033142 -1.273963620 2.021633395 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
39.597843885 -1.270683171 2.013787506 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
39.797472954 -1.261948604 2.011394233 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
39.998042345 -1.256368407 2.010963927 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
40.197452545 -1.248486944 2.006727989 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
40.398018837 -1.247104199 2.005270331 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
